COUNTY,BEACH_OR_CITY_NAME,ACCESS_NAME,LOCATION_ADDRESS,ACCESS_SIGN,ENTRANCE_FEE,ENTRANCE_FEE_AMOUNT,PARKING_FEE,PARKING_FEE_AMOUNT,REGULAR_PARKING,NUMBER_OF_SPACES,ADA_PARKING,ADA_SPACES,LIFEGUARD,RESTROOM,SHOWER,ADA_ACCESSIBLE,BOARDWALK_TRAIL,SITE_ID,ACCESS_STATUS,BEACH_NAME_AND_COUNTY,FULL_ACCESS_NAME,LAT_LON_COORDS
St Johns,Butler Beach,Orange Ave.,Orange Ave. & Atlantic View,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1172,Full Access,Butler Beach St Johns County,Butler Beach St Johns County Orange Ave. Orange Ave. & Atlantic View,"29.79955047, -81.26154255"
St Johns,Butler Beach,N Matanzas Ave.,N Matanzas Ave. & Atlantic View,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1173,Full Access,Butler Beach St Johns County,Butler Beach St Johns County N Matanzas Ave. N Matanzas Ave. & Atlantic View,"29.79622604, -81.26077345"
St Johns,Butler Beach,Skipper Lane,Skipper Lane & Atlantic View,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1175,Full Access,Butler Beach St Johns County,Butler Beach St Johns County Skipper Lane Skipper Lane & Atlantic View,"29.79437814, -81.26037222"
St Johns,Butler Beach,Sea Oats Lane II,In between Skippper St. & Sea Oats Lane on Atlantic View,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1176,Full Access,Butler Beach St Johns County,Butler Beach St Johns County Sea Oats Lane II In between Skippper St. & Sea Oats Lane on Atlantic View,"29.79348094, -81.26014363"
St Johns,Butler Beach,Sea Oats Lane,Sea Oats Lane & Atlantic View,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1177,Full Access,Butler Beach St Johns County,Butler Beach St Johns County Sea Oats Lane Sea Oats Lane & Atlantic View,"29.79260395, -81.25978589"
Collier,Marco Island,Tigertail Public Beach,430 Hernando Dr.,Yes,No,0.0,Yes,0.0,Yes,120,Yes,5.0,No,Yes,Yes,Yes,Yes,FL710,Full Access With Parking,Marco Island Collier County,Marco Island Collier County Tigertail Public Beach 430 Hernando Dr.,"25.94913903, -81.74277208"
Collier,Marco Island,N Marco Island Rookery Bay parcels,Northeast of Royal Marco Point Condos,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL708,Full Access,Marco Island Collier County,Marco Island Collier County N Marco Island Rookery Bay parcels Northeast of Royal Marco Point Condos,"25.973462, -81.733904"
Nassau,American Beach,Lewis St.,Gregg St. & Lewis St.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL974,Full Access,American Beach Nassau County,American Beach Nassau County Lewis St. Gregg St. & Lewis St.,"30.5738711, -81.44421484"
Nassau,American Beach,Dune Walk 106,Gregg St. & Julia St.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL973,Full Access,American Beach Nassau County,American Beach Nassau County Dune Walk 106 Gregg St. & Julia St.,"30.57499278, -81.44428745"
St Johns,Villano Beach,Usina Ramp Vehicle Access,Euclid Ave. & Coastal Hwy.,No,No,0.0,No,0.0,Yes,10,No,0.0,No,No,No,Yes,No,FL1116,Full Access With Parking,Villano Beach St Johns County,Villano Beach St Johns County Usina Ramp Vehicle Access Euclid Ave. & Coastal Hwy.,"29.95232598, -81.3043588"
St Johns,Villano Beach,12th St.,12th St. & Coastal Hwy.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1121,Limited Access,Villano Beach St Johns County,Villano Beach St Johns County 12th St. 12th St. & Coastal Hwy.,"29.94952329, -81.30359485"
Brevard,Cocoa Beach,S 6th St.,S 6th St. & S Atlantic Ave.,Yes,No,0.0,Yes,0.0,Yes,9,No,0.0,No,No,No,No,Yes,FL1521,Full Access,Cocoa Beach Brevard County,Cocoa Beach Brevard County S 6th St. S 6th St. & S Atlantic Ave.,"28.30770279, -80.60813802"
Flagler,Flagler Beach,S 12th St.,S 12th St. & S Oceanshore Blvd.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1248,Full Access,Flagler Beach Flagler County,Flagler Beach Flagler County S 12th St. S 12th St. & S Oceanshore Blvd.,"29.47407593, -81.12391381"
Flagler,Flagler Beach,S 10th St.,S 10th St. & S Oceanshore Blvd.,Yes,No,0.0,No,0.0,Yes,10,No,0.0,No,No,No,No,Yes,FL1246,Full Access With Parking,Flagler Beach Flagler County,Flagler Beach Flagler County S 10th St. S 10th St. & S Oceanshore Blvd.,"29.47529552, -81.12452523"
Flagler,Flagler Beach,S 9th St.,S 9th St. & S Oceanshore Blvd.,Yes,No,0.0,No,0.0,Yes,10,No,0.0,No,No,No,No,Yes,FL1245,Full Access With Parking,Flagler Beach Flagler County,Flagler Beach Flagler County S 9th St. S 9th St. & S Oceanshore Blvd.,"29.4759606, -81.12484557"
Flagler,Flagler Beach,S 7th St.,S 7th St. & S Oceanshore Blvd.,Yes,No,0.0,No,0.0,Yes,10,No,0.0,Yes,No,No,No,Yes,FL1244,Full Access With Parking,Flagler Beach Flagler County,Flagler Beach Flagler County S 7th St. S 7th St. & S Oceanshore Blvd.,"29.4772436, -81.12539357"
Flagler,Flagler Beach,S 5th St.,S 5th St. & S Oceanshore Blvd.,Yes,No,0.0,No,0.0,Yes,10,No,0.0,Yes,No,No,No,Yes,FL1242,Full Access With Parking,Flagler Beach Flagler County,Flagler Beach Flagler County S 5th St. S 5th St. & S Oceanshore Blvd.,"29.47850709, -81.12601312"
Flagler,Flagler Beach,S 4th St.,S 4th St. & S Oceanshore Blvd.,Yes,No,0.0,No,0.0,Yes,10,No,0.0,Yes,No,No,No,Yes,FL1241,Full Access With Parking,Flagler Beach Flagler County,Flagler Beach Flagler County S 4th St. S 4th St. & S Oceanshore Blvd.,"29.47915103, -81.12632208"
Flagler,Flagler Beach,Flagler Beach Pier,S 2nd St. & S Oceanshore Blvd.,Yes,No,0.0,No,0.0,Yes,30,Yes,2.0,Yes,Yes,No,No,Yes,FL1240,Full Access With Parking,Flagler Beach Flagler County,Flagler Beach Flagler County Flagler Beach Pier S 2nd St. & S Oceanshore Blvd.,"29.48042639, -81.12692743"
Flagler,Flagler Beach,Moody Blvd.,Moody Blvd. & N Oceanshore Blvd.,No,No,0.0,No,0.0,No,0,No,0.0,Yes,No,No,No,No,FL1239,Full Access,Flagler Beach Flagler County,Flagler Beach Flagler County Moody Blvd. Moody Blvd. & N Oceanshore Blvd.,"29.48107309, -81.127301"
Flagler,Flagler Beach,N 3rd St.,N 3rd St. & N Oceanshore Blvd.,Yes,No,0.0,No,0.0,Yes,5,No,0.0,Yes,No,No,No,Yes,FL1237,Full Access,Flagler Beach Flagler County,Flagler Beach Flagler County N 3rd St. N 3rd St. & N Oceanshore Blvd.,"29.48226829, -81.1279238"
St Johns,Butler Beach,Atlantic View,South end of Atlantic View,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1178,Full Access,Butler Beach St Johns County,Butler Beach St Johns County Atlantic View South end of Atlantic View,"29.79079916, -81.25950098"
Volusia,Ormond Beach,Tom Renick Park,River Shore Dr. & Ocean Shore Blvd.,Yes,No,0.0,No,0.0,Yes,54,Yes,3.0,Yes,Yes,Yes,Yes,Yes,FL1297,Full Access With Parking,Ormond Beach Volusia County,Ormond Beach Volusia County Tom Renick Park River Shore Dr. & Ocean Shore Blvd.,"29.33104977, -81.05873692"
Volusia,Ormond Beach,North Shore Park,Roberta Rd. & Ocean Shore Blvd.,Yes,No,0.0,No,0.0,Yes,73,Yes,2.0,Yes,Yes,Yes,Yes,Yes,FL1295,Full Access With Parking,Ormond Beach Volusia County,Ormond Beach Volusia County North Shore Park Roberta Rd. & Ocean Shore Blvd.,"29.33396316, -81.05910636"
Brevard,Cape Canaveral,Barlow Ave.,Barlow Ave. & Ridgewood Ave.,Yes,No,0.0,Yes,0.0,Yes,19,No,0.0,No,No,No,No,Yes,FL1489,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Barlow Ave. Barlow Ave. & Ridgewood Ave.,"28.3703833, -80.60264245"
St Johns,St. Augustine Beach,A St.,A St. & A1A Beach Blvd.,Yes,Yes,6.0,No,6.0,No,0,No,0.0,No,No,No,Yes,No,FL1156,Full Access,St. Augustine Beach St Johns County,St. Augustine Beach St Johns County A St. A St. & A1A Beach Blvd.,"29.84465863, -81.265665"
St Johns,St. Augustine Beach,B St.,B St. & A1A Beach Blvd.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1157,Full Access,St. Augustine Beach St Johns County,St. Augustine Beach St Johns County B St. B St. & A1A Beach Blvd.,"29.84399509, -81.26570091"
Flagler,Palm Coast,Malacompra Rd.,East end of Malacompra Rd.,Yes,No,0.0,No,0.0,Yes,3,No,0.0,No,No,No,No,No,FL1208,Full Access,Palm Coast Flagler County,Palm Coast Flagler County Malacompra Rd. East end of Malacompra Rd.,"29.6164092, -81.19020361"
Brevard,Melbourne Beach,Tracking Station,400 feet North of Oak St. on S A1A,Yes,No,0.0,No,0.0,Yes,10,No,0.0,No,No,No,No,Yes,FL1597,Full Access With Parking,Melbourne Beach Brevard County,Melbourne Beach Brevard County Tracking Station 400 feet North of Oak St. on S A1A,"28.05085542, -80.5491071"
Brevard,Cocoa Beach,S 14th St.,S 14th St. & S Atlantic Ave.,Yes,No,0.0,Yes,0.0,Yes,14,No,0.0,No,No,No,No,No,FL1513,Full Access With Parking,Cocoa Beach Brevard County,Cocoa Beach Brevard County S 14th St. S 14th St. & S Atlantic Ave.,"28.29341279, -80.60764737"
Brevard,Cocoa Beach,S 15th St.,S 1th St. & S Atlantic Ave.,Yes,No,0.0,Yes,0.0,Yes,18,No,0.0,No,No,No,No,Yes,FL1512,Full Access With Parking,Cocoa Beach Brevard County,Cocoa Beach Brevard County S 15th St. S 1th St. & S Atlantic Ave.,"28.29157396, -80.60759085"
Brevard,Melbourne Beach,River Dr.,River Dr. & S A1A,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1587,Limited Access,Melbourne Beach Brevard County,Melbourne Beach Brevard County River Dr. River Dr. & S A1A,"27.98034155, -80.51452823"
Brevard,Melbourne Beach,Atlantic Dr.,Atlantic Dr. & S A1A,Yes,No,0.0,No,0.0,Yes,5,No,0.0,No,No,No,No,Yes,FL1588,Limited Access,Melbourne Beach Brevard County,Melbourne Beach Brevard County Atlantic Dr. Atlantic Dr. & S A1A,"27.98327968, -80.51588269"
Brevard,Cape Canaveral,Buchanan Ave.,Buchanan Ave. & Ridgewood Ave.,Yes,No,0.0,No,0.0,Yes,12,Yes,1.0,No,No,No,No,Yes,FL1478,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Buchanan Ave. Buchanan Ave. & Ridgewood Ave.,"28.38159754, -80.59958686"
Brevard,Cape Canaveral,Fillmore Ave.,Fillmore Ave. & Ridgewood Ave.,Yes,No,0.0,No,0.0,Yes,16,Yes,1.0,No,No,No,No,Yes,FL1476,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Fillmore Ave. Fillmore Ave. & Ridgewood Ave.,"28.38324889, -80.59910978"
Brevard,Cape Canaveral,Taylor Ave.,Taylor Ave. & Ridgewood Ave.,Yes,No,0.0,No,0.0,Yes,18,Yes,1.0,No,No,No,No,Yes,FL1475,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Taylor Ave. Taylor Ave. & Ridgewood Ave.,"28.38409716, -80.59885637"
Brevard,Cape Canaveral,Polk Ave.,Polk Ave. & Ridgewood Ave.,Yes,No,0.0,No,0.0,Yes,14,Yes,1.0,No,No,No,Yes,Yes,FL1474,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Polk Ave. Polk Ave. & Ridgewood Ave.,"28.38490323, -80.59863227"
Brevard,Cape Canaveral,Harrison Ave.,Harrison Ave. & Ridgewood Ave.,Yes,No,0.0,No,0.0,Yes,16,Yes,1.0,No,No,No,No,Yes,FL1472,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Harrison Ave. Harrison Ave. & Ridgewood Ave.,"28.38655546, -80.59806826"
Brevard,Cape Canaveral,Jackson Ave.,Jackson Ave. & Ridgewood Ave.,Yes,No,0.0,No,0.0,Yes,12,Yes,1.0,No,No,No,Yes,Yes,FL1471,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Jackson Ave. Jackson Ave. & Ridgewood Ave.,"28.38736654, -80.59780584"
Brevard,Cape Canaveral,Monroe Ave.,Monroe Ave. & Ridgewood Ave.,Yes,No,0.0,No,0.0,Yes,11,Yes,1.0,No,No,No,No,Yes,FL1470,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Monroe Ave. Monroe Ave. & Ridgewood Ave.,"28.38819936, -80.59760001"
Volusia,Daytona Beach,Horizon Condos,Horizon Conods & N Atlantic Ave.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1315,Full Access,Daytona Beach Volusia County,Daytona Beach Volusia County Horizon Condos Horizon Conods & N Atlantic Ave.,"29.25059174, -81.01955781"
Monroe,Little Duck Key,Veterans Memorial Park,South end of seven mile bridge (Mile marker 39),Yes,No,0.0,No,0.0,Yes,18,Yes,2.0,No,Yes,Yes,Yes,Yes,FL309,Full Access With Parking,Little Duck Key Monroe County,Little Duck Key Monroe County Veterans Memorial Park South end of seven mile bridge (Mile marker 39),"24.681104, -81.230613"
Volusia,Ormond Beach,Sunny Beach Dr.,Sunny Beach Dr. & Ocean Shore Blvd.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1282,Full Access,Ormond Beach Volusia County,Ormond Beach Volusia County Sunny Beach Dr. Sunny Beach Dr. & Ocean Shore Blvd.,"29.35937241, -81.07119613"
Volusia,Ormond Beach,Imperial Heights Dr.,Imperial Heights Dr. & Ocean Shore Blvd.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1281,Full Access,Ormond Beach Volusia County,Ormond Beach Volusia County Imperial Heights Dr. Imperial Heights Dr. & Ocean Shore Blvd.,"29.3611567, -81.07202613"
Volusia,Ormond Beach,Capri Dr.,Capri Dr. & Ocean Shore Blvd.,No,No,0.0,No,0.0,Yes,35,No,0.0,No,No,No,No,Yes,FL1278,Full Access With Parking,Ormond Beach Volusia County,Ormond Beach Volusia County Capri Dr. Capri Dr. & Ocean Shore Blvd.,"29.36910303, -81.07588169"
Volusia,Ormond Beach,Avalon Dr.,Avalon Dr. & Ocean Shore Blvd.,Yes,No,0.0,No,0.0,Yes,35,No,0.0,No,No,No,No,Yes,FL1277,Full Access With Parking,Ormond Beach Volusia County,Ormond Beach Volusia County Avalon Dr. Avalon Dr. & Ocean Shore Blvd.,"29.36985918, -81.07623228"
Volusia,Ormond Beach,Via Madrid Dr.,Via Madrid Dr. & Ocean Shore Blvd.,Yes,No,0.0,No,0.0,Yes,35,No,0.0,No,No,No,No,Yes,FL1276,Full Access With Parking,Ormond Beach Volusia County,Ormond Beach Volusia County Via Madrid Dr. Via Madrid Dr. & Ocean Shore Blvd.,"29.37056568, -81.07663179"
Volusia,New Smyrna Beach,Surf St.,Surf St. & Beacon St.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1377,Full Access,New Smyrna Beach Volusia County,New Smyrna Beach Volusia County Surf St. Surf St. & Beacon St.,"29.05835724, -80.90792356"
Duval,Jacksonville Beach,10th Ave. S,10th Ave. S & 1st St. S,No,No,0.0,No,0.0,Yes,26,Yes,1.0,Yes,No,No,No,Yes,FL1065,Full Access With Parking,Jacksonville Beach Duval County,Jacksonville Beach Duval County 10th Ave. S 10th Ave. S & 1st St. S,"30.27929809, -81.38693478"
Duval,Jacksonville Beach,32nd Ave. S,32nd Ave. S & Ocean Dr. S,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1084,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County 32nd Ave. S 32nd Ave. S & Ocean Dr. S,"30.26413283, -81.38378036"
Duval,Jacksonville Beach,31st Ave. S,31st Ave. S & Ocean Dr. S,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1083,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County 31st Ave. S 31st Ave. S & Ocean Dr. S,"30.26454652, -81.38388083"
Duval,Jacksonville Beach,30th Ave. S,30th Ave. S & Ocean Dr. S,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1082,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County 30th Ave. S 30th Ave. S & Ocean Dr. S,"30.26516577, -81.38395885"
Duval,Jacksonville Beach,29th Ave. S,29th Ave. S & Ocean Dr. S,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1081,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County 29th Ave. S 29th Ave. S & Ocean Dr. S,"30.26565505, -81.3841627"
Duval,Jacksonville Beach,27th Ave. S,27th Ave. S & Ocean Dr. S,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1079,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County 27th Ave. S 27th Ave. S & Ocean Dr. S,"30.26659132, -81.38437601"
Duval,Jacksonville Beach,26th Ave. S,26th Ave. S & Ocean Dr. S,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1078,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County 26th Ave. S 26th Ave. S & Ocean Dr. S,"30.26713203, -81.38449867"
Duval,Jacksonville Beach,25th Ave. S,25th Ave. S & Ocean Dr. S,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1077,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County 25th Ave. S 25th Ave. S & Ocean Dr. S,"30.26753276, -81.38461149"
Duval,Jacksonville Beach,21st Ave. S,21st Ave. S. & Ocean Dr. S,No,No,0.0,No,0.0,No,0,No,0.0,Yes,No,No,No,Yes,FL1075,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County 21st Ave. S 21st Ave. S. & Ocean Dr. S,"30.27078169, -81.38494706"
Brevard,Cocoa Beach,S 4th St.,S 4th St. & S Atlantic Ave.,Yes,No,0.0,Yes,0.0,Yes,16,No,0.0,No,No,No,No,Yes,FL1523,Full Access With Parking,Cocoa Beach Brevard County,Cocoa Beach Brevard County S 4th St. S 4th St. & S Atlantic Ave.,"28.31126913, -80.60828364"
Volusia,Daytona Beach,Breakers Oceanfront Park,Main St. & N Ocean Ave.,Yes,No,0.0,Yes,0.0,Yes,50,No,0.0,Yes,Yes,Yes,Yes,Yes,FL1325,Full Access With Parking,Daytona Beach Volusia County,Daytona Beach Volusia County Breakers Oceanfront Park Main St. & N Ocean Ave.,"29.22696924, -81.00741542"
Volusia,Daytona Beach,Harvey Ave.,Harvey Ave. & S Ocean Ave.,No,No,0.0,No,0.0,No,0,No,0.0,Yes,No,No,No,No,FL1326,Full Access,Daytona Beach Volusia County,Daytona Beach Volusia County Harvey Ave. Harvey Ave. & S Ocean Ave.,"29.2252654, -81.00665267"
Volusia,Daytona Beach,S Ocean Ave.,11 S Ocean Ave.,Yes,No,0.0,Yes,0.0,Yes,50,Yes,4.0,Yes,Yes,Yes,Yes,Yes,FL1327,Full Access With Parking,Daytona Beach Volusia County,Daytona Beach Volusia County S Ocean Ave. 11 S Ocean Ave.,"29.22636333, -81.00719411"
Volusia,Daytona Beach,Kemp St.,Kemp St. & S Ocean Ave.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1328,Full Access,Daytona Beach Volusia County,Daytona Beach Volusia County Kemp St. Kemp St. & S Ocean Ave.,"29.22367543, -81.0059114"
Volusia,Daytona Beach,Vermont Ave.,Vermont Ave. & S Atlantic Ave.,Yes,No,0.0,No,0.0,No,0,No,0.0,Yes,No,No,Yes,Yes,FL1330,Full Access,Daytona Beach Volusia County,Daytona Beach Volusia County Vermont Ave. Vermont Ave. & S Atlantic Ave.,"29.22041492, -81.00484791"
Duval,Jacksonville Beach,Duval Drive #1,near 3829 Duval Drive,Yes,No,0.0,No,0.0,No,0,No,0.0,Yes,No,No,No,No,FL1088,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County Duval Drive #1 near 3829 Duval Drive,"30.25866259, -81.38289885"
Duval,Jacksonville Beach,Duval Drive #2,4023 Duval Drive,Yes,No,0.0,No,0.0,No,0,No,0.0,Yes,No,No,No,No,FL1089,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County Duval Drive #2 4023 Duval Drive,"30.2571399, -81.38262011"
Duval,Jacksonville Beach,Duval Drive #4,4241 Duval Drive,Yes,No,0.0,No,0.0,No,0,No,0.0,Yes,No,No,No,No,FL1091,Full Access,Jacksonville Beach Duval County,Jacksonville Beach Duval County Duval Drive #4 4241 Duval Drive,"30.25453325, -81.38209673"
Brevard,Floridana Beach,Mark's Landing Pl.,Mark's Landing Pl. & S A1A,Yes,No,0.0,No,0.0,Yes,4,No,0.0,No,No,No,No,No,FL1586,Full Access,Floridana Beach Brevard County,Floridana Beach Brevard County Mark's Landing Pl. Mark's Landing Pl. & S A1A,"27.95542095, -80.50203423"
Brevard,Indialantic,Tampa Ave.,Tampa Ave. & S Miramar Ave.,Yes,No,0.0,Yes,0.0,Yes,7,Yes,1.0,No,No,No,No,Yes,FL1609,Full Access,Indialantic Brevard County,Indialantic Brevard County Tampa Ave. Tampa Ave. & S Miramar Ave.,"28.08096695, -80.56203813"
Brevard,Melbourne Beach,Avenue B,Avenue B & Atlantic St.,No,No,0.0,No,0.0,Yes,8,No,0.0,No,No,No,No,Yes,FL1608,Full Access,Melbourne Beach Brevard County,Melbourne Beach Brevard County Avenue B Avenue B & Atlantic St.,"28.07046258, -80.55766325"
Brevard,Melbourne Beach,Avenue A,Avenue A & Atlantic St.,No,No,0.0,No,0.0,Yes,7,No,0.0,No,No,No,No,Yes,FL1607,Full Access,Melbourne Beach Brevard County,Melbourne Beach Brevard County Avenue A Avenue A & Atlantic St.,"28.06947629, -80.55735868"
Brevard,Melbourne Beach,Curtis Byrd Park,Ocean Ave. & Atlantic St.,Yes,No,0.0,No,0.0,Yes,50,Yes,2.0,Yes,Yes,Yes,Yes,Yes,FL1606,Full Access With Parking,Melbourne Beach Brevard County,Melbourne Beach Brevard County Curtis Byrd Park Ocean Ave. & Atlantic St.,"28.06873152, -80.55731347"
St Johns,Ponte Vedra Beach,PVB # 12,1500 feet south of Solana Rd.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1105,Limited Access,Ponte Vedra Beach St Johns County,Ponte Vedra Beach St Johns County PVB # 12 1500 feet south of Solana Rd.,"30.22442591, -81.37369994"
St Johns,Ponte Vedra Beach,PVB #14,Between 557 & 559 Ponte Vedra Blvd.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1107,Limited Access,Ponte Vedra Beach St Johns County,Ponte Vedra Beach St Johns County PVB #14 Between 557 & 559 Ponte Vedra Blvd.,"30.22100466, -81.37276703"
Flagler,Flagler Beach,South Ocean Shore Blvd 0.07 miles south of Clubhouse Dr.,S Oceanshore Blvd. by South Beach Condos,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1269,Full Access,Flagler Beach Flagler County,Flagler Beach Flagler County South Ocean Shore Blvd 0.07 miles south of Clubhouse Dr. S Oceanshore Blvd. by South Beach Condos,"29.43016116, -81.10388824"
Flagler,Flagler Beach,Clubhouse Dr.,Clubhouse Dr. & S Oceanshore Blvd.,Yes,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,Yes,FL1268,Full Access,Flagler Beach Flagler County,Flagler Beach Flagler County Clubhouse Dr. Clubhouse Dr. & S Oceanshore Blvd.,"29.43111377, -81.10432117"
Monroe,Key Colony Beach,Sunset Beach,W Ocean Drive & 12th St.,Yes,No,0.0,No,0.0,Yes,25,Yes,1.0,No,No,Yes,Yes,Yes,FL314,Full Access With Parking,Key Colony Beach Monroe County,Key Colony Beach Monroe County Sunset Beach W Ocean Drive & 12th St.,"24.7178529, -81.02498417"
Flagler,Flagler Beach,N 6th St.,N 6th St. & N Oceanshore Blvd.,Yes,No,0.0,No,0.0,Yes,2,No,0.0,Yes,No,No,No,Yes,FL1234,Full Access,Flagler Beach Flagler County,Flagler Beach Flagler County N 6th St. N 6th St. & N Oceanshore Blvd.,"29.48416921, -81.12884256"
Flagler,Marineland,North Ocean Shore Blvd 0.03 south of Old A1A,N Oceanshore Blvd. & Old A1A,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1199,Full Access,Marineland Flagler County,Marineland Flagler County North Ocean Shore Blvd 0.03 south of Old A1A N Oceanshore Blvd. & Old A1A,"29.64258841, -81.20336826"
Flagler,Palm Coast,Ocean St.,East end of Ocean St.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1204,Limited Access,Palm Coast Flagler County,Palm Coast Flagler County Ocean St. East end of Ocean St.,"29.63142509, -81.19744851"
Flagler,Palm Coast,Moody Dr.,East end Moody Dr.,No,No,0.0,No,0.0,No,0,No,0.0,No,No,No,No,No,FL1205,Limited Access,Palm Coast Flagler County,Palm Coast Flagler County Moody Dr. East end Moody Dr.,"29.63016256, -81.19679663"
Volusia,Apollo Beach,#1,Canaveral National Seashore. South end of turtle Mound rd.,Yes,Yes,1.0,No,1.0,Yes,85,Yes,3.0,No,Yes,Yes,Yes,Yes,FL1447,Full Access With Parking,Apollo Beach Volusia County,Apollo Beach Volusia County #1 Canaveral National Seashore. South end of turtle Mound rd.,"28.93556882, -80.82921288"
Volusia,Apollo Beach,#2,Canaveral National Seashore. South end of turtle Mound Rd.,Yes,Yes,1.0,No,1.0,Yes,25,Yes,1.0,No,Yes,No,No,Yes,FL1446,Full Access With Parking,Apollo Beach Volusia County,Apollo Beach Volusia County #2 Canaveral National Seashore. South end of turtle Mound Rd.,"28.91093028, -80.81209503"
Brevard,Cape Canaveral,Lincoln Ave.,Lincoln Ave. & Ridgewood Ave.,Yes,No,0.0,No,0.0,Yes,12,Yes,1.0,No,No,No,No,Yes,FL1479,Full Access With Parking,Cape Canaveral Brevard County,Cape Canaveral Brevard County Lincoln Ave. Lincoln Ave. & Ridgewood Ave.,"28.38083492, -80.59982124"
